GE,ME,MI
ENSG00000005073,ENSG00000004468,ENSG00000001630
ENSG00000005421,ENSG00000006282,ENSG00000005206
ENSG00000005981,ENSG00000006638,ENSG00000006530
ENSG00000006047,ENSG00000008853,ENSG00000006638
ENSG00000006071,ENSG00000010244,ENSG00000007341
ENSG00000006128,ENSG00000010270,ENSG00000008128
ENSG00000006377,ENSG00000010361,ENSG00000008710
ENSG00000007038,ENSG00000011052,ENSG00000011485
ENSG00000007216,ENSG00000012232,ENSG00000012223
ENSG00000011677,ENSG00000013588,ENSG00000013441
ENSG00000013293,ENSG00000030582,ENSG00000040608
ENSG00000018625,ENSG00000034510,ENSG00000047315
ENSG00000019186,ENSG00000049089,ENSG00000054983
ENSG00000030304,ENSG00000049283,ENSG00000063244
ENSG00000034971,ENSG00000051382,ENSG00000063245
ENSG00000043355,ENSG00000052344,ENSG00000063322
ENSG00000046774,ENSG00000054598,ENSG00000064652
ENSG00000053108,ENSG00000060339,ENSG00000065618
ENSG00000057593,ENSG00000061273,ENSG00000068885
ENSG00000064195,ENSG00000063127,ENSG00000069018
ENSG00000065325,ENSG00000064042,ENSG00000070404
ENSG00000065609,ENSG00000064313,ENSG00000072163
ENSG00000067842,ENSG00000065978,ENSG00000072858
ENSG00000068781,ENSG00000066336,ENSG00000076201
ENSG00000070019,ENSG00000066855,ENSG00000079785
ENSG00000070193,ENSG00000070388,ENSG00000079999
ENSG00000071991,ENSG00000072840,ENSG00000081051
ENSG00000072133,ENSG00000074416,ENSG00000085871
ENSG00000075461,ENSG00000074582,ENSG00000085999
ENSG00000077279,ENSG00000075043,ENSG00000088325
ENSG00000078549,ENSG00000080503,ENSG00000088833
ENSG00000078579,ENSG00000080815,ENSG00000088930
ENSG00000079689,ENSG00000084693,ENSG00000088992
ENSG00000080224,ENSG00000085382,ENSG00000089116
ENSG00000081277,ENSG00000087085,ENSG00000090512
ENSG00000082293,ENSG00000087087,ENSG00000090520
ENSG00000084674,ENSG00000088727,ENSG00000091513
ENSG00000088386,ENSG00000089157,ENSG00000092036
ENSG00000089199,ENSG00000089775,ENSG00000092108
ENSG00000089250,ENSG00000089818,ENSG00000092853
ENSG00000091138,ENSG00000090470,ENSG00000092871
ENSG00000091482,ENSG00000095370,ENSG00000099721
ENSG00000091513,ENSG00000099617,ENSG00000100462
ENSG00000091583,ENSG00000099810,ENSG00000100564
ENSG00000092009,ENSG00000099822,ENSG00000100749
ENSG00000095713,ENSG00000099968,ENSG00000101082
ENSG00000096006,ENSG00000099992,ENSG00000101161
ENSG00000096395,ENSG00000100055,ENSG00000101204
ENSG00000099960,ENSG00000100412,ENSG00000101255
ENSG00000100253,ENSG00000100417,ENSG00000101307
ENSG00000100373,ENSG00000100593,ENSG00000101945
ENSG00000100448,ENSG00000100614,ENSG00000101986
ENSG00000100604,ENSG00000100722,ENSG00000102174
ENSG00000101098,ENSG00000101017,ENSG00000102245
ENSG00000101210,ENSG00000101188,ENSG00000102606
