GE,ME,MI
ENSG00000005073,ENSG00000011052,ENSG00000001630
ENSG00000005421,ENSG00000013588,ENSG00000005206
ENSG00000006128,ENSG00000030582,ENSG00000006530
ENSG00000011677,ENSG00000034510,ENSG00000006638
ENSG00000030304,ENSG00000049089,ENSG00000011485
ENSG00000046774,ENSG00000051382,ENSG00000012223
ENSG00000053108,ENSG00000054598,ENSG00000013441
ENSG00000057593,ENSG00000060339,ENSG00000054983
ENSG00000064195,ENSG00000063127,ENSG00000063245
ENSG00000065325,ENSG00000064313,ENSG00000063322
ENSG00000065609,ENSG00000066336,ENSG00000064652
ENSG00000068781,ENSG00000074416,ENSG00000068885
ENSG00000075461,ENSG00000080815,ENSG00000072858
ENSG00000078549,ENSG00000087085,ENSG00000079785
ENSG00000081277,ENSG00000088727,ENSG00000079999
ENSG00000084674,ENSG00000089157,ENSG00000085871
ENSG00000088386,ENSG00000089775,ENSG00000088833
ENSG00000089250,ENSG00000090470,ENSG00000089116
ENSG00000091583,ENSG00000095370,ENSG00000090520
ENSG00000092009,ENSG00000099968,ENSG00000092036
ENSG00000096395,ENSG00000099992,ENSG00000092108
ENSG00000099960,ENSG00000100412,ENSG00000099721
ENSG00000100373,ENSG00000100417,ENSG00000101255
ENSG00000100604,ENSG00000100593,ENSG00000101307
ENSG00000101098,ENSG00000100614,ENSG00000101945
ENSG00000101282,ENSG00000101017,ENSG00000101986
ENSG00000101443,ENSG00000101188,ENSG00000102174
ENSG00000101470,ENSG00000102879,ENSG00000102606
ENSG00000102109,ENSG00000104093,ENSG00000103710
ENSG00000102243,ENSG00000104325,ENSG00000104047
ENSG00000102539,ENSG00000104951,ENSG00000104472
ENSG00000105707,ENSG00000105011,ENSG00000105072
ENSG00000105852,ENSG00000105576,ENSG00000105953
ENSG00000106038,ENSG00000106004,ENSG00000106608
ENSG00000106536,ENSG00000106682,ENSG00000108511
ENSG00000107984,ENSG00000106688,ENSG00000108622
ENSG00000108231,ENSG00000107164,ENSG00000108773
ENSG00000108244,ENSG00000107625,ENSG00000109519
ENSG00000110244,ENSG00000108389,ENSG00000110195
ENSG00000110245,ENSG00000108590,ENSG00000111911
ENSG00000111262,ENSG00000109743,ENSG00000112238
ENSG00000111537,ENSG00000111727,ENSG00000113621
ENSG00000115263,ENSG00000112200,ENSG00000113924
ENSG00000115593,ENSG00000112977,ENSG00000114026
ENSG00000115665,ENSG00000113600,ENSG00000115226
ENSG00000115718,ENSG00000114439,ENSG00000115758
ENSG00000118137,ENSG00000116014,ENSG00000116039
ENSG00000118271,ENSG00000116251,ENSG00000116903
ENSG00000123364,ENSG00000116514,ENSG00000117395
ENSG00000123407,ENSG00000119487,ENSG00000120088
ENSG00000123560,ENSG00000119919,ENSG00000121351
ENSG00000123999,ENSG00000120088,ENSG00000124491
ENSG00000124134,ENSG00000120253,ENSG00000124588
ENSG00000124157,ENSG00000120265,ENSG00000124786
ENSG00000124249,ENSG00000120314,ENSG00000124935
ENSG00000124260,ENSG00000121988,ENSG00000125485
ENSG00000125851,ENSG00000122756,ENSG00000131480
ENSG00000126890,ENSG00000123094,ENSG00000131495
ENSG00000127928,ENSG00000124164,ENSG00000132000
ENSG00000128713,ENSG00000124422,ENSG00000132330
ENSG00000130054,ENSG00000124614,ENSG00000134690
ENSG00000130294,ENSG00000125726,ENSG00000134748
ENSG00000130829,ENSG00000127125,ENSG00000135211
ENSG00000130988,ENSG00000128311,ENSG00000135248
ENSG00000133488,ENSG00000128694,ENSG00000135451
ENSG00000135638,ENSG00000128789,ENSG00000135973
ENSG00000136327,ENSG00000129204,ENSG00000136895
ENSG00000136352,ENSG00000129244,ENSG00000137106
ENSG00000136546,ENSG00000131183,ENSG00000137261
ENSG00000137875,ENSG00000133027,ENSG00000138207
ENSG00000139219,ENSG00000133401,ENSG00000139344
ENSG00000139800,ENSG00000133818,ENSG00000139890
ENSG00000140093,ENSG00000134278,ENSG00000140006
ENSG00000140519,ENSG00000134419,ENSG00000140830
ENSG00000141338,ENSG00000135083,ENSG00000142235
ENSG00000141449,ENSG00000136231,ENSG00000142459
ENSG00000141639,ENSG00000137198,ENSG00000142515
ENSG00000141744,ENSG00000137221,ENSG00000142632
ENSG00000142449,ENSG00000137267,ENSG00000143368
ENSG00000143318,ENSG00000137285,ENSG00000143954
ENSG00000143921,ENSG00000137522,ENSG00000144035
ENSG00000146013,ENSG00000137764,ENSG00000144161
ENSG00000146038,ENSG00000138623,ENSG00000145216
ENSG00000146166,ENSG00000140297,ENSG00000145494
ENSG00000146276,ENSG00000140749,ENSG00000147140
ENSG00000146678,ENSG00000145491,ENSG00000147183
ENSG00000147246,ENSG00000146038,ENSG00000150787
ENSG00000147381,ENSG00000147852,ENSG00000154258
ENSG00000148795,ENSG00000147872,ENSG00000155890
ENSG00000148942,ENSG00000147889,ENSG00000156689
ENSG00000149575,ENSG00000151292,ENSG00000158042
ENSG00000149970,ENSG00000152582,ENSG00000158571
ENSG00000152092,ENSG00000153071,ENSG00000158748
ENSG00000152785,ENSG00000153162,ENSG00000159147
ENSG00000155761,ENSG00000154122,ENSG00000159450
ENSG00000156076,ENSG00000154710,ENSG00000160886
ENSG00000157005,ENSG00000156802,ENSG00000161298
ENSG00000157765,ENSG00000160194,ENSG00000162814
ENSG00000158445,ENSG00000161243,ENSG00000163093
ENSG00000159217,ENSG00000161328,ENSG00000163798
ENSG00000162344,ENSG00000161649,ENSG00000164106
ENSG00000162782,ENSG00000162222,ENSG00000165474
ENSG00000162951,ENSG00000162441,ENSG00000165775
ENSG00000163295,ENSG00000162729,ENSG00000166396
ENSG00000163395,ENSG00000163157,ENSG00000166851
ENSG00000163586,ENSG00000163811,ENSG00000166926
ENSG00000164076,ENSG00000164983,ENSG00000167468
ENSG00000164488,ENSG00000165548,ENSG00000167553
ENSG00000165215,ENSG00000166619,ENSG00000167699
ENSG00000165816,ENSG00000167653,ENSG00000167751
ENSG00000165973,ENSG00000168653,ENSG00000167775
ENSG00000166091,ENSG00000169598,ENSG00000167996
ENSG00000166407,ENSG00000170374,ENSG00000168393
ENSG00000166426,ENSG00000171208,ENSG00000168461
ENSG00000167434,ENSG00000171475,ENSG00000168530
ENSG00000168955,ENSG00000171587,ENSG00000169062
ENSG00000169548,ENSG00000172007,ENSG00000169413
ENSG00000169550,ENSG00000172932,ENSG00000170323
ENSG00000171557,ENSG00000173320,ENSG00000170454
ENSG00000171560,ENSG00000173918,ENSG00000170909
ENSG00000171564,ENSG00000174483,ENSG00000171217
ENSG00000171759,ENSG00000175265,ENSG00000171314
ENSG00000172782,ENSG00000175445,ENSG00000171396
ENSG00000175928,ENSG00000175893,ENSG00000171517
ENSG00000178934,ENSG00000175920,ENSG00000171564
ENSG00000179639,ENSG00000176136,ENSG00000171772
ENSG00000179914,ENSG00000178028,ENSG00000172831
ENSG00000180210,ENSG00000178445,ENSG00000172986
ENSG00000180818,ENSG00000179029,ENSG00000173237
ENSG00000181092,ENSG00000179388,ENSG00000174343
ENSG00000181195,ENSG00000181085,ENSG00000175229
ENSG00000181234,ENSG00000182463,ENSG00000175792
ENSG00000181433,ENSG00000182836,ENSG00000177409
ENSG00000183230,ENSG00000183186,ENSG00000178922
ENSG00000183844,ENSG00000183336,ENSG00000180305
ENSG00000184033,ENSG00000184178,ENSG00000181104
ENSG00000184697,ENSG00000184271,ENSG00000182534
ENSG00000185247,ENSG00000185920,ENSG00000182687
ENSG00000185306,ENSG00000186625,ENSG00000182768
ENSG00000185519,ENSG00000186818,ENSG00000182931
ENSG00000185681,ENSG00000187187,ENSG00000183035
ENSG00000185686,ENSG00000187474,ENSG00000183549
ENSG00000186472,ENSG00000188282,ENSG00000183914
ENSG00000187714,ENSG00000188508,ENSG00000184983
ENSG00000187772,ENSG00000189182,ENSG00000185070
ENSG00000188338,ENSG00000196132,ENSG00000185475
ENSG00000188883,ENSG00000197576,ENSG00000186141
ENSG00000189366,ENSG00000197782,ENSG00000186665
ENSG00000189367,ENSG00000197992,ENSG00000186907
ENSG00000189431,ENSG00000198182,ENSG00000187848
ENSG00000197172,ENSG00000198382,ENSG00000188501
ENSG00000197444,ENSG00000198467,ENSG00000196684
ENSG00000197561,ENSG00000204616,ENSG00000197150
ENSG00000198054,ENSG00000204653,ENSG00000197562
ENSG00000198443,ENSG00000205143,ENSG00000197658
ENSG00000198930,ENSG00000205269,ENSG00000198355
ENSG00000206579,ENSG00000205838,ENSG00000198610
ENSG00000212901,ENSG00000205922,ENSG00000204520
ENSG00000213401,ENSG00000213024,ENSG00000204542
ENSG00000221867,ENSG00000214078,ENSG00000205038
ENSG00000228278,ENSG00000214456,ENSG00000213551
ENSG00000228836,ENSG00000214855,ENSG00000213639
ENSG00000229314,ENSG00000215788,ENSG00000224940
ENSG00000244067,ENSG00000219607,ENSG00000226784
ENSG00000253293,ENSG00000237517,ENSG00000230657
ENSG00000267978,ENSG00000239264,ENSG00000236104
ENSG00000268009,ENSG00000239672,ENSG00000243414
ENSG00000268606,ENSG00000243449,ENSG00000254858
ENSG00000268902,ENSG00000243709,ENSG00000255072
ENSG00000268916,ENSG00000244355,ENSG00000260027
ENSG00000268940,ENSG00000255552,ENSG00000267680
ENSG00000269405,ENSG00000267467,ENSG00000279804
ENSG00000271449,ENSG00000283597,ENSG00000288359
