GE,ME,MI
ENSG00000000005,ENSG00000001167,ENSG00000000457
ENSG00000002746,ENSG00000003056,ENSG00000001630
ENSG00000003989,ENSG00000004468,ENSG00000002919
ENSG00000004776,ENSG00000004660,ENSG00000003056
ENSG00000004809,ENSG00000004866,ENSG00000003249
ENSG00000004846,ENSG00000005075,ENSG00000004487
ENSG00000004848,ENSG00000005249,ENSG00000004660
ENSG00000005108,ENSG00000005448,ENSG00000004809
ENSG00000005513,ENSG00000005513,ENSG00000004864
ENSG00000006016,ENSG00000005812,ENSG00000005156
ENSG00000006128,ENSG00000006025,ENSG00000005844
ENSG00000006377,ENSG00000006118,ENSG00000006530
ENSG00000007216,ENSG00000006283,ENSG00000006638
ENSG00000007264,ENSG00000006652,ENSG00000006695
ENSG00000007314,ENSG00000006756,ENSG00000007341
ENSG00000007908,ENSG00000007047,ENSG00000007908
ENSG00000008118,ENSG00000007264,ENSG00000008018
ENSG00000010671,ENSG00000007372,ENSG00000008394
ENSG00000010932,ENSG00000007392,ENSG00000008710
ENSG00000012124,ENSG00000007866,ENSG00000009709
ENSG00000013293,ENSG00000008853,ENSG00000009954
ENSG00000013297,ENSG00000008952,ENSG00000010219
ENSG00000015413,ENSG00000009307,ENSG00000010539
ENSG00000015592,ENSG00000009335,ENSG00000011332
ENSG00000016490,ENSG00000010219,ENSG00000011478
ENSG00000017427,ENSG00000010270,ENSG00000011638
ENSG00000018236,ENSG00000010361,ENSG00000012211
ENSG00000018280,ENSG00000010438,ENSG00000012223
ENSG00000018625,ENSG00000010810,ENSG00000012504
ENSG00000019102,ENSG00000010818,ENSG00000013441
ENSG00000019169,ENSG00000011009,ENSG00000013573
ENSG00000019186,ENSG00000011052,ENSG00000013588
ENSG00000019991,ENSG00000011105,ENSG00000013619
ENSG00000021645,ENSG00000011243,ENSG00000015475
ENSG00000021826,ENSG00000011451,ENSG00000018699
ENSG00000023171,ENSG00000011566,ENSG00000019505
ENSG00000029559,ENSG00000011600,ENSG00000020256
ENSG00000030304,ENSG00000012232,ENSG00000022556
ENSG00000033122,ENSG00000013306,ENSG00000023330
