GE,ME,MI
ENSG00000004846,ENSG00000003056,ENSG00000004660
ENSG00000006016,ENSG00000004468,ENSG00000006530
ENSG00000010932,ENSG00000005812,ENSG00000006638
ENSG00000013293,ENSG00000006025,ENSG00000006695
ENSG00000016490,ENSG00000006118,ENSG00000008394
ENSG00000018236,ENSG00000006283,ENSG00000011332
ENSG00000018625,ENSG00000008853,ENSG00000013441
ENSG00000019169,ENSG00000010270,ENSG00000023330
ENSG00000029559,ENSG00000010361,ENSG00000040608
ENSG00000034971,ENSG00000010810,ENSG00000046651
ENSG00000038295,ENSG00000011052,ENSG00000047597
ENSG00000043355,ENSG00000011566,ENSG00000048544
ENSG00000047457,ENSG00000013588,ENSG00000049167
ENSG00000048540,ENSG00000020426,ENSG00000051180
ENSG00000054356,ENSG00000023171,ENSG00000058262
ENSG00000054938,ENSG00000029363,ENSG00000063601
ENSG00000057593,ENSG00000033178,ENSG00000065518
ENSG00000064195,ENSG00000034510,ENSG00000067334
ENSG00000064886,ENSG00000047457,ENSG00000072163
ENSG00000065609,ENSG00000047617,ENSG00000075884
ENSG00000066405,ENSG00000048342,ENSG00000079134
ENSG00000068781,ENSG00000052344,ENSG00000079785
ENSG00000070193,ENSG00000054598,ENSG00000083123
ENSG00000071991,ENSG00000055332,ENSG00000083307
ENSG00000072133,ENSG00000061273,ENSG00000084110
ENSG00000073067,ENSG00000063127,ENSG00000085871
ENSG00000075035,ENSG00000066044,ENSG00000085872
ENSG00000075340,ENSG00000066336,ENSG00000087995
ENSG00000075461,ENSG00000066455,ENSG00000088876
ENSG00000082482,ENSG00000066855,ENSG00000089116
ENSG00000083782,ENSG00000072062,ENSG00000090512
ENSG00000084674,ENSG00000072803,ENSG00000090520
ENSG00000085265,ENSG00000077943,ENSG00000090554
ENSG00000087495,ENSG00000079215,ENSG00000090621
ENSG00000091656,ENSG00000079689,ENSG00000091513
ENSG00000092009,ENSG00000080618,ENSG00000092036
ENSG00000094963,ENSG00000084693,ENSG00000092853
ENSG00000095713,ENSG00000085382,ENSG00000092871
ENSG00000100146,ENSG00000085552,ENSG00000093167
ENSG00000100448,ENSG00000088756,ENSG00000099381
ENSG00000100593,ENSG00000090470,ENSG00000100196
ENSG00000101198,ENSG00000092010,ENSG00000100554
ENSG00000101230,ENSG00000094916,ENSG00000100564
ENSG00000101470,ENSG00000095370,ENSG00000100749
ENSG00000101850,ENSG00000095627,ENSG00000100926
ENSG00000101938,ENSG00000099783,ENSG00000100968
ENSG00000101958,ENSG00000099822,ENSG00000101255
ENSG00000102109,ENSG00000100365,ENSG00000101460
ENSG00000102271,ENSG00000100412,ENSG00000101574
ENSG00000102452,ENSG00000100417,ENSG00000101986
ENSG00000102466,ENSG00000100614,ENSG00000102021
ENSG00000102468,ENSG00000100722,ENSG00000102241
ENSG00000103569,ENSG00000101188,ENSG00000102924
ENSG00000104313,ENSG00000101199,ENSG00000103710
ENSG00000104332,ENSG00000102109,ENSG00000104320
ENSG00000104722,ENSG00000102683,ENSG00000104472
ENSG00000104918,ENSG00000103723,ENSG00000105072
ENSG00000105048,ENSG00000104626,ENSG00000105289
ENSG00000105398,ENSG00000104805,ENSG00000105953
ENSG00000105509,ENSG00000104814,ENSG00000106682
ENSG00000105664,ENSG00000104880,ENSG00000107147
ENSG00000105696,ENSG00000104921,ENSG00000108509
ENSG00000105697,ENSG00000105011,ENSG00000108622
ENSG00000106278,ENSG00000105877,ENSG00000108671
ENSG00000106483,ENSG00000106665,ENSG00000109083
ENSG00000106511,ENSG00000107014,ENSG00000109103
ENSG00000106809,ENSG00000107105,ENSG00000109511
ENSG00000107105,ENSG00000107165,ENSG00000109519
ENSG00000108018,ENSG00000107295,ENSG00000110195
ENSG00000108231,ENSG00000107537,ENSG00000110218
ENSG00000108244,ENSG00000107625,ENSG00000111254
ENSG00000108576,ENSG00000107819,ENSG00000111404
ENSG00000108688,ENSG00000108379,ENSG00000112053
ENSG00000108700,ENSG00000108389,ENSG00000112936
ENSG00000108823,ENSG00000108878,ENSG00000113263
ENSG00000109132,ENSG00000109182,ENSG00000113569
ENSG00000109182,ENSG00000109184,ENSG00000113734
ENSG00000109511,ENSG00000109452,ENSG00000115053
ENSG00000111262,ENSG00000109625,ENSG00000115204
ENSG00000111404,ENSG00000109705,ENSG00000115226
ENSG00000112936,ENSG00000109743,ENSG00000115317
ENSG00000113196,ENSG00000110367,ENSG00000115392
ENSG00000113296,ENSG00000110777,ENSG00000115840
ENSG00000113327,ENSG00000110887,ENSG00000116161
ENSG00000113389,ENSG00000111237,ENSG00000116251
ENSG00000113749,ENSG00000111642,ENSG00000116874
ENSG00000113889,ENSG00000111727,ENSG00000117266
ENSG00000114113,ENSG00000111783,ENSG00000117395
ENSG00000114200,ENSG00000112159,ENSG00000117751
ENSG00000114948,ENSG00000112200,ENSG00000117983
ENSG00000115353,ENSG00000112280,ENSG00000118046
ENSG00000116194,ENSG00000112902,ENSG00000118217
ENSG00000116690,ENSG00000112964,ENSG00000118557
ENSG00000117215,ENSG00000113194,ENSG00000119688
ENSG00000118729,ENSG00000113361,ENSG00000119777
ENSG00000120054,ENSG00000113389,ENSG00000119973
ENSG00000121871,ENSG00000113569,ENSG00000120088
ENSG00000122121,ENSG00000113734,ENSG00000120318
ENSG00000122133,ENSG00000114019,ENSG00000121807
ENSG00000122254,ENSG00000114541,ENSG00000121988
ENSG00000122711,ENSG00000114861,ENSG00000122025
ENSG00000122824,ENSG00000115159,ENSG00000122034
ENSG00000123500,ENSG00000115474,ENSG00000122194
ENSG00000123560,ENSG00000115657,ENSG00000122507
ENSG00000123561,ENSG00000115828,ENSG00000122692
ENSG00000123572,ENSG00000116014,ENSG00000123130
ENSG00000124157,ENSG00000116285,ENSG00000123353
ENSG00000124212,ENSG00000118231,ENSG00000124343
ENSG00000124233,ENSG00000118513,ENSG00000124784
ENSG00000124939,ENSG00000118514,ENSG00000125124
ENSG00000125207,ENSG00000118729,ENSG00000125245
ENSG00000125851,ENSG00000119471,ENSG00000125356
ENSG00000125965,ENSG00000119919,ENSG00000125485
ENSG00000127083,ENSG00000120057,ENSG00000125510
ENSG00000129596,ENSG00000120088,ENSG00000125746
ENSG00000130226,ENSG00000120158,ENSG00000125815
ENSG00000130294,ENSG00000120314,ENSG00000126733
ENSG00000130988,ENSG00000120925,ENSG00000127241
ENSG00000131459,ENSG00000121005,ENSG00000128604
ENSG00000131730,ENSG00000121988,ENSG00000129757
ENSG00000132639,ENSG00000122386,ENSG00000131115
ENSG00000132840,ENSG00000122707,ENSG00000131480
ENSG00000132872,ENSG00000122756,ENSG00000131788
ENSG00000133063,ENSG00000124164,ENSG00000132330
ENSG00000133083,ENSG00000124224,ENSG00000132341
ENSG00000133134,ENSG00000124568,ENSG00000132432
