GE,ME,MI
ENSG00000001626,ENSG00000001167,ENSG00000000003
ENSG00000004468,ENSG00000004059,ENSG00000003147
ENSG00000006016,ENSG00000004866,ENSG00000003436
ENSG00000006071,ENSG00000004948,ENSG00000003756
ENSG00000006611,ENSG00000005001,ENSG00000003987
ENSG00000007038,ENSG00000005073,ENSG00000005156
ENSG00000007062,ENSG00000005194,ENSG00000005844
ENSG00000008056,ENSG00000005893,ENSG00000006530
ENSG00000010438,ENSG00000006283,ENSG00000006638
ENSG00000011465,ENSG00000006327,ENSG00000006652
ENSG00000012779,ENSG00000007541,ENSG00000006704
ENSG00000016082,ENSG00000008118,ENSG00000006712
ENSG00000018236,ENSG00000010219,ENSG00000007001
ENSG00000019169,ENSG00000010270,ENSG00000007923
ENSG00000023445,ENSG00000010278,ENSG00000008128
ENSG00000026751,ENSG00000010292,ENSG00000010803
ENSG00000027644,ENSG00000010818,ENSG00000011105
ENSG00000027869,ENSG00000011009,ENSG00000011143
ENSG00000029153,ENSG00000011105,ENSG00000011332
ENSG00000029559,ENSG00000011198,ENSG00000012223
ENSG00000034971,ENSG00000012232,ENSG00000013306
ENSG00000035499,ENSG00000013583,ENSG00000013374
ENSG00000035720,ENSG00000014914,ENSG00000013588
ENSG00000038427,ENSG00000018408,ENSG00000015475
ENSG00000039537,ENSG00000018510,ENSG00000022556
ENSG00000041353,ENSG00000020577,ENSG00000028137
ENSG00000043039,ENSG00000021355,ENSG00000035115
ENSG00000047457,ENSG00000021762,ENSG00000035681
ENSG00000047936,ENSG00000026751,ENSG00000037241
ENSG00000048462,ENSG00000030066,ENSG00000038532
ENSG00000049247,ENSG00000030582,ENSG00000042088
ENSG00000049249,ENSG00000034510,ENSG00000042286
ENSG00000049768,ENSG00000034677,ENSG00000047315
ENSG00000050730,ENSG00000039650,ENSG00000048544
ENSG00000054179,ENSG00000040199,ENSG00000049249
ENSG00000054356,ENSG00000042088,ENSG00000049283
ENSG00000057149,ENSG00000042980,ENSG00000051009
ENSG00000057294,ENSG00000043462,ENSG00000051596
ENSG00000058335,ENSG00000044459,ENSG00000055118
ENSG00000060140,ENSG00000046653,ENSG00000055332
ENSG00000060718,ENSG00000047457,ENSG00000057935
ENSG00000062096,ENSG00000047617,ENSG00000058085
ENSG00000064270,ENSG00000048545,ENSG00000058729
ENSG00000064300,ENSG00000048740,ENSG00000059378
ENSG00000065609,ENSG00000049089,ENSG00000060688
ENSG00000066032,ENSG00000051825,ENSG00000063322
ENSG00000066248,ENSG00000052344,ENSG00000064835
ENSG00000066382,ENSG00000054938,ENSG00000065325
ENSG00000067715,ENSG00000058404,ENSG00000065518
ENSG00000067842,ENSG00000059377,ENSG00000065618
ENSG00000068976,ENSG00000059588,ENSG00000067064
ENSG00000069812,ENSG00000059728,ENSG00000067992
ENSG00000070190,ENSG00000060709,ENSG00000069011
ENSG00000070748,ENSG00000060971,ENSG00000069248
ENSG00000070886,ENSG00000062038,ENSG00000069509
ENSG00000070915,ENSG00000063046,ENSG00000070190
ENSG00000072315,ENSG00000064199,ENSG00000070413
ENSG00000073067,ENSG00000064218,ENSG00000070476
ENSG00000073282,ENSG00000064545,ENSG00000070540
ENSG00000073737,ENSG00000064999,ENSG00000070814
ENSG00000074211,ENSG00000065534,ENSG00000071539
ENSG00000075035,ENSG00000065615,ENSG00000071909
ENSG00000075223,ENSG00000066468,ENSG00000072110
ENSG00000075461,ENSG00000066855,ENSG00000072163
ENSG00000075891,ENSG00000067066,ENSG00000074181
ENSG00000078098,ENSG00000068654,ENSG00000074416
ENSG00000078549,ENSG00000069696,ENSG00000076201
ENSG00000078579,ENSG00000070614,ENSG00000076685
ENSG00000078589,ENSG00000071082,ENSG00000078142
ENSG00000079112,ENSG00000071127,ENSG00000078589
ENSG00000079263,ENSG00000072110,ENSG00000079482
ENSG00000079393,ENSG00000072310,ENSG00000079805
ENSG00000079689,ENSG00000072518,ENSG00000079999
ENSG00000080493,ENSG00000072682,ENSG00000080189
ENSG00000081041,ENSG00000073008,ENSG00000080644
ENSG00000082293,ENSG00000073331,ENSG00000080854
ENSG00000083067,ENSG00000073584,ENSG00000081721
ENSG00000083782,ENSG00000074181,ENSG00000081853
ENSG00000085265,ENSG00000075188,ENSG00000082512
ENSG00000086548,ENSG00000075292,ENSG00000084090
ENSG00000086967,ENSG00000076242,ENSG00000084628
ENSG00000087495,ENSG00000076344,ENSG00000085185
ENSG00000088726,ENSG00000077522,ENSG00000086200
ENSG00000089012,ENSG00000077943,ENSG00000087111
ENSG00000089199,ENSG00000078246,ENSG00000087365
ENSG00000089356,ENSG00000078814,ENSG00000088053
ENSG00000090932,ENSG00000079308,ENSG00000088320
ENSG00000091128,ENSG00000080293,ENSG00000088386
ENSG00000091138,ENSG00000080511,ENSG00000088876
ENSG00000091844,ENSG00000080573,ENSG00000089199
ENSG00000092295,ENSG00000080644,ENSG00000090520
ENSG00000092345,ENSG00000081177,ENSG00000091164
ENSG00000092758,ENSG00000081692,ENSG00000092036
ENSG00000095596,ENSG00000081721,ENSG00000092096
ENSG00000095981,ENSG00000081985,ENSG00000092470
ENSG00000099937,ENSG00000084636,ENSG00000095139
ENSG00000099960,ENSG00000085982,ENSG00000095203
ENSG00000100012,ENSG00000086062,ENSG00000099256
ENSG00000100079,ENSG00000086475,ENSG00000099337
ENSG00000100253,ENSG00000086589,ENSG00000099721
ENSG00000100341,ENSG00000088727,ENSG00000099949
ENSG00000100362,ENSG00000088986,ENSG00000100065
ENSG00000100373,ENSG00000090020,ENSG00000100162
ENSG00000100721,ENSG00000090061,ENSG00000100196
ENSG00000101197,ENSG00000090372,ENSG00000100280
ENSG00000101204,ENSG00000090447,ENSG00000100292
ENSG00000101282,ENSG00000091583,ENSG00000100319
ENSG00000101441,ENSG00000091592,ENSG00000100387
ENSG00000101746,ENSG00000092108,ENSG00000100478
ENSG00000101938,ENSG00000092871,ENSG00000100564
ENSG00000102243,ENSG00000092929,ENSG00000100568
ENSG00000102245,ENSG00000094916,ENSG00000100612
ENSG00000102359,ENSG00000095319,ENSG00000100632
ENSG00000102385,ENSG00000095752,ENSG00000100889
ENSG00000102452,ENSG00000095787,ENSG00000101082
ENSG00000102539,ENSG00000096006,ENSG00000101230
ENSG00000102678,ENSG00000096088,ENSG00000101255
ENSG00000102854,ENSG00000097021,ENSG00000101265
ENSG00000102924,ENSG00000099364,ENSG00000101282
ENSG00000102962,ENSG00000099783,ENSG00000101421
ENSG00000102970,ENSG00000099797,ENSG00000101457
ENSG00000103569,ENSG00000099875,ENSG00000101958
ENSG00000104044,ENSG00000099956,ENSG00000101986
