GE,ME,MI
ENSG00000004846,ENSG00000004660,ENSG00000002587
ENSG00000004848,ENSG00000004866,ENSG00000003989
ENSG00000005102,ENSG00000005073,ENSG00000004660
ENSG00000006071,ENSG00000005194,ENSG00000006638
ENSG00000007062,ENSG00000005961,ENSG00000007129
ENSG00000008226,ENSG00000006118,ENSG00000007341
ENSG00000008323,ENSG00000007062,ENSG00000007908
ENSG00000010282,ENSG00000007372,ENSG00000008394
ENSG00000010438,ENSG00000008952,ENSG00000009709
ENSG00000012223,ENSG00000009335,ENSG00000010803
ENSG00000016402,ENSG00000010292,ENSG00000011478
ENSG00000021645,ENSG00000010626,ENSG00000012223
ENSG00000023839,ENSG00000010810,ENSG00000012504
ENSG00000026559,ENSG00000011009,ENSG00000013306
ENSG00000039537,ENSG00000011426,ENSG00000029559
ENSG00000041515,ENSG00000011485,ENSG00000046647
ENSG00000043355,ENSG00000011566,ENSG00000046651
ENSG00000047597,ENSG00000013583,ENSG00000047621
ENSG00000050628,ENSG00000018408,ENSG00000054793
ENSG00000053108,ENSG00000021762,ENSG00000063176
ENSG00000054938,ENSG00000023171,ENSG00000063244
ENSG00000060566,ENSG00000026751,ENSG00000063601
ENSG00000060709,ENSG00000028203,ENSG00000064932
ENSG00000064218,ENSG00000029363,ENSG00000065371
ENSG00000066032,ENSG00000030582,ENSG00000066455
ENSG00000068985,ENSG00000034677,ENSG00000067334
ENSG00000069011,ENSG00000039650,ENSG00000067445
ENSG00000069206,ENSG00000043462,ENSG00000075388
ENSG00000070748,ENSG00000048545,ENSG00000075461
ENSG00000070886,ENSG00000049618,ENSG00000075884
ENSG00000071909,ENSG00000051825,ENSG00000076685
ENSG00000072041,ENSG00000052344,ENSG00000077420
ENSG00000073150,ENSG00000058404,ENSG00000077514
ENSG00000074211,ENSG00000062282,ENSG00000078053
ENSG00000074317,ENSG00000063180,ENSG00000078142
ENSG00000077264,ENSG00000066468,ENSG00000079931
ENSG00000077327,ENSG00000066855,ENSG00000079999
ENSG00000079393,ENSG00000067066,ENSG00000080854
ENSG00000080511,ENSG00000069667,ENSG00000081041
ENSG00000080573,ENSG00000072110,ENSG00000083123
ENSG00000081248,ENSG00000072364,ENSG00000083937
ENSG00000081985,ENSG00000072518,ENSG00000084463
ENSG00000084453,ENSG00000073417,ENSG00000084754
ENSG00000089356,ENSG00000074181,ENSG00000085721
ENSG00000090932,ENSG00000075188,ENSG00000086200
ENSG00000091482,ENSG00000077327,ENSG00000087077
ENSG00000092009,ENSG00000078018,ENSG00000087157
ENSG00000095596,ENSG00000080293,ENSG00000087253
ENSG00000095917,ENSG00000081277,ENSG00000087365
ENSG00000100170,ENSG00000085511,ENSG00000087995
ENSG00000100362,ENSG00000086015,ENSG00000088320
ENSG00000100448,ENSG00000086475,ENSG00000088826
ENSG00000100473,ENSG00000086589,ENSG00000088876
ENSG00000100593,ENSG00000087085,ENSG00000089116
ENSG00000100604,ENSG00000088986,ENSG00000089685
ENSG00000100678,ENSG00000090020,ENSG00000090316
ENSG00000100987,ENSG00000091490,ENSG00000092036
ENSG00000101280,ENSG00000091947,ENSG00000092853
ENSG00000101638,ENSG00000092421,ENSG00000092871
ENSG00000101746,ENSG00000095370,ENSG00000095596
ENSG00000101955,ENSG00000095787,ENSG00000096433
ENSG00000101958,ENSG00000096006,ENSG00000099203
ENSG00000102854,ENSG00000099341,ENSG00000099940
ENSG00000103154,ENSG00000099797,ENSG00000100142
ENSG00000103485,ENSG00000099810,ENSG00000100154
ENSG00000105143,ENSG00000099954,ENSG00000100196
ENSG00000105409,ENSG00000099956,ENSG00000100522
ENSG00000105492,ENSG00000100028,ENSG00000100568
ENSG00000105550,ENSG00000100207,ENSG00000101230
ENSG00000105664,ENSG00000100216,ENSG00000102241
ENSG00000105668,ENSG00000100225,ENSG00000102245
ENSG00000105989,ENSG00000100325,ENSG00000102858
ENSG00000106031,ENSG00000100353,ENSG00000102978
ENSG00000106809,ENSG00000100578,ENSG00000103111
ENSG00000106927,ENSG00000100592,ENSG00000103710
ENSG00000107447,ENSG00000100612,ENSG00000104472
ENSG00000107807,ENSG00000101850,ENSG00000104611
ENSG00000108700,ENSG00000102054,ENSG00000104812
ENSG00000109072,ENSG00000102572,ENSG00000104835
ENSG00000109193,ENSG00000102805,ENSG00000104938
ENSG00000109674,ENSG00000102890,ENSG00000105143
ENSG00000109758,ENSG00000103056,ENSG00000105221
ENSG00000110675,ENSG00000103876,ENSG00000105514
ENSG00000110975,ENSG00000104312,ENSG00000105605
ENSG00000111732,ENSG00000104369,ENSG00000105819
ENSG00000112837,ENSG00000104805,ENSG00000105929
ENSG00000113100,ENSG00000104808,ENSG00000105953
ENSG00000113494,ENSG00000104818,ENSG00000106211
ENSG00000113889,ENSG00000104951,ENSG00000106263
ENSG00000114638,ENSG00000105254,ENSG00000106397
ENSG00000114948,ENSG00000105401,ENSG00000106803
ENSG00000115194,ENSG00000105402,ENSG00000107099
ENSG00000115252,ENSG00000105983,ENSG00000107147
ENSG00000115386,ENSG00000106031,ENSG00000107821
ENSG00000115507,ENSG00000106153,ENSG00000108242
ENSG00000115602,ENSG00000106571,ENSG00000108604
ENSG00000115665,ENSG00000107164,ENSG00000108840
ENSG00000115718,ENSG00000107485,ENSG00000109511
ENSG00000116014,ENSG00000107643,ENSG00000109519
ENSG00000116132,ENSG00000107819,ENSG00000109576
ENSG00000116183,ENSG00000108379,ENSG00000111321
ENSG00000117013,ENSG00000108576,ENSG00000111404
ENSG00000117069,ENSG00000108666,ENSG00000111725
ENSG00000117148,ENSG00000108846,ENSG00000111816
ENSG00000117322,ENSG00000108848,ENSG00000112238
ENSG00000118271,ENSG00000108984,ENSG00000112282
ENSG00000118402,ENSG00000109132,ENSG00000112365
ENSG00000118434,ENSG00000109586,ENSG00000113013
ENSG00000118729,ENSG00000109610,ENSG00000113262
ENSG00000120054,ENSG00000109705,ENSG00000113263
ENSG00000120088,ENSG00000109758,ENSG00000113296
ENSG00000120215,ENSG00000109881,ENSG00000113522
ENSG00000121075,ENSG00000110074,ENSG00000113790
ENSG00000122133,ENSG00000111087,ENSG00000114316
ENSG00000123364,ENSG00000111237,ENSG00000114480
ENSG00000123561,ENSG00000111249,ENSG00000114638
ENSG00000123610,ENSG00000111266,ENSG00000114771
ENSG00000124134,ENSG00000111639,ENSG00000114784
ENSG00000124260,ENSG00000111837,ENSG00000115165
ENSG00000124875,ENSG00000112655,ENSG00000115204
ENSG00000124882,ENSG00000113194,ENSG00000115226
ENSG00000125798,ENSG00000113361,ENSG00000115289
ENSG00000125816,ENSG00000113430,ENSG00000115350
ENSG00000126259,ENSG00000113649,ENSG00000115423
ENSG00000126583,ENSG00000113658,ENSG00000115687
ENSG00000126778,ENSG00000113810,ENSG00000115816
ENSG00000127074,ENSG00000114315,ENSG00000115839
ENSG00000127083,ENSG00000114346,ENSG00000116703
ENSG00000127249,ENSG00000114529,ENSG00000116750
ENSG00000127472,ENSG00000114541,ENSG00000117090
ENSG00000127743,ENSG00000115085,ENSG00000117395
ENSG00000128040,ENSG00000115289,ENSG00000117528
ENSG00000128564,ENSG00000115318,ENSG00000117594
ENSG00000128713,ENSG00000115828,ENSG00000117602
ENSG00000129451,ENSG00000115844,ENSG00000117724
ENSG00000129514,ENSG00000116014,ENSG00000117983
ENSG00000129991,ENSG00000116285,ENSG00000118046
ENSG00000130226,ENSG00000116731,ENSG00000118690
ENSG00000130283,ENSG00000117281,ENSG00000118702
ENSG00000130294,ENSG00000117335,ENSG00000118729
ENSG00000130643,ENSG00000117691,ENSG00000118898
ENSG00000130700,ENSG00000118246,ENSG00000119630
ENSG00000130751,ENSG00000118473,ENSG00000119777
ENSG00000130829,ENSG00000118900,ENSG00000119973
ENSG00000131037,ENSG00000119185,ENSG00000120318
ENSG00000131183,ENSG00000119614,ENSG00000120341
ENSG00000131730,ENSG00000119946,ENSG00000120699
ENSG00000131910,ENSG00000120088,ENSG00000120800
ENSG00000132164,ENSG00000120451,ENSG00000121577
ENSG00000132429,ENSG00000120699,ENSG00000122194
ENSG00000132698,ENSG00000120798,ENSG00000122359
ENSG00000132703,ENSG00000121671,ENSG00000122484
ENSG00000132821,ENSG00000121900,ENSG00000122852
ENSG00000132855,ENSG00000121904,ENSG00000122862
ENSG00000132874,ENSG00000121988,ENSG00000123130
ENSG00000133020,ENSG00000122176,ENSG00000123179
ENSG00000133477,ENSG00000122194,ENSG00000123338
ENSG00000133519,ENSG00000122592,ENSG00000123353
ENSG00000133636,ENSG00000122965,ENSG00000123374
ENSG00000134240,ENSG00000123485,ENSG00000123384
ENSG00000134339,ENSG00000123739,ENSG00000124205
ENSG00000134363,ENSG00000124164,ENSG00000124459
ENSG00000134595,ENSG00000124564,ENSG00000124588
ENSG00000135116,ENSG00000124568,ENSG00000124786
ENSG00000135454,ENSG00000124813,ENSG00000124935
ENSG00000135480,ENSG00000124827,ENSG00000125124
ENSG00000135960,ENSG00000125450,ENSG00000125247
ENSG00000136002,ENSG00000125629,ENSG00000125485
