GE,ME,MI
ENSG00000004846,ENSG00000001167,ENSG00000001630
ENSG00000004848,ENSG00000004468,ENSG00000002587
ENSG00000005102,ENSG00000004660,ENSG00000003989
ENSG00000006071,ENSG00000004866,ENSG00000004534
ENSG00000006377,ENSG00000004948,ENSG00000004660
ENSG00000007062,ENSG00000004975,ENSG00000004848
ENSG00000008196,ENSG00000005073,ENSG00000005302
ENSG00000008226,ENSG00000005194,ENSG00000006530
ENSG00000008323,ENSG00000005249,ENSG00000006638
ENSG00000010282,ENSG00000005448,ENSG00000007129
ENSG00000010438,ENSG00000005812,ENSG00000007341
ENSG00000011332,ENSG00000005961,ENSG00000007384
ENSG00000012223,ENSG00000006118,ENSG00000007908
ENSG00000016402,ENSG00000007062,ENSG00000008394
ENSG00000021488,ENSG00000007237,ENSG00000009709
ENSG00000021645,ENSG00000007372,ENSG00000010803
ENSG00000022267,ENSG00000007541,ENSG00000011426
ENSG00000023839,ENSG00000008853,ENSG00000011478
ENSG00000024526,ENSG00000008952,ENSG00000012223
ENSG00000025423,ENSG00000009335,ENSG00000012504
ENSG00000026559,ENSG00000010219,ENSG00000013306
ENSG00000027644,ENSG00000010292,ENSG00000013588
ENSG00000029559,ENSG00000010626,ENSG00000025772
ENSG00000034239,ENSG00000010810,ENSG00000026103
ENSG00000039537,ENSG00000011009,ENSG00000029559
ENSG00000041515,ENSG00000011426,ENSG00000035499
ENSG00000043039,ENSG00000011485,ENSG00000038532
ENSG00000043355,ENSG00000011566,ENSG00000042088
ENSG00000044524,ENSG00000013583,ENSG00000046647
ENSG00000046653,ENSG00000018408,ENSG00000046651
ENSG00000047597,ENSG00000020256,ENSG00000047457
ENSG00000049130,ENSG00000021762,ENSG00000047621
ENSG00000050628,ENSG00000023171,ENSG00000054116
ENSG00000053108,ENSG00000026751,ENSG00000054793
ENSG00000054938,ENSG00000028203,ENSG00000055118
ENSG00000058404,ENSG00000029363,ENSG00000058085
ENSG00000060566,ENSG00000030066,ENSG00000062282
ENSG00000060709,ENSG00000030582,ENSG00000063176
ENSG00000062038,ENSG00000034677,ENSG00000063244
ENSG00000062282,ENSG00000039650,ENSG00000063601
ENSG00000064218,ENSG00000041357,ENSG00000064932
ENSG00000064787,ENSG00000043462,ENSG00000064989
ENSG00000065833,ENSG00000048545,ENSG00000065308
ENSG00000066032,ENSG00000049618,ENSG00000065371
ENSG00000066279,ENSG00000051825,ENSG00000066056
ENSG00000068985,ENSG00000052344,ENSG00000066455
ENSG00000069011,ENSG00000054654,ENSG00000067334
ENSG00000069206,ENSG00000058404,ENSG00000067445
ENSG00000070748,ENSG00000062282,ENSG00000069018
ENSG00000070886,ENSG00000063180,ENSG00000069248
ENSG00000071909,ENSG00000066468,ENSG00000070404
ENSG00000071991,ENSG00000066855,ENSG00000070423
ENSG00000072041,ENSG00000067066,ENSG00000074370
ENSG00000073150,ENSG00000068654,ENSG00000074803
ENSG00000073670,ENSG00000068781,ENSG00000075142
ENSG00000073754,ENSG00000069667,ENSG00000075388
ENSG00000074211,ENSG00000070193,ENSG00000075461
ENSG00000074317,ENSG00000070526,ENSG00000075884
ENSG00000075035,ENSG00000072110,ENSG00000076201
ENSG00000077264,ENSG00000072364,ENSG00000076685
ENSG00000077327,ENSG00000072518,ENSG00000077420
ENSG00000078114,ENSG00000072832,ENSG00000077514
ENSG00000079393,ENSG00000073417,ENSG00000077713
ENSG00000080293,ENSG00000074181,ENSG00000077935
ENSG00000080511,ENSG00000075188,ENSG00000078053
ENSG00000080573,ENSG00000075292,ENSG00000078142
ENSG00000081248,ENSG00000077327,ENSG00000078674
ENSG00000081985,ENSG00000077943,ENSG00000079215
ENSG00000082175,ENSG00000078018,ENSG00000079931
ENSG00000082482,ENSG00000078814,ENSG00000079999
ENSG00000082556,ENSG00000080293,ENSG00000080822
ENSG00000084453,ENSG00000081177,ENSG00000080854
ENSG00000086205,ENSG00000081277,ENSG00000081041
ENSG00000087076,ENSG00000085382,ENSG00000081051
ENSG00000088726,ENSG00000085511,ENSG00000081277
ENSG00000089356,ENSG00000085644,ENSG00000083099
ENSG00000090932,ENSG00000086015,ENSG00000083123
ENSG00000091482,ENSG00000086062,ENSG00000083937
ENSG00000092009,ENSG00000086475,ENSG00000084463
ENSG00000092068,ENSG00000086589,ENSG00000084754
ENSG00000095203,ENSG00000087076,ENSG00000085721
ENSG00000095596,ENSG00000087085,ENSG00000085999
ENSG00000095627,ENSG00000087495,ENSG00000086200
ENSG00000095917,ENSG00000088035,ENSG00000087077
ENSG00000096088,ENSG00000088053,ENSG00000087087
ENSG00000100170,ENSG00000088682,ENSG00000087157
ENSG00000100302,ENSG00000088727,ENSG00000087253
ENSG00000100362,ENSG00000088836,ENSG00000087365
ENSG00000100448,ENSG00000088986,ENSG00000087995
ENSG00000100473,ENSG00000090020,ENSG00000088053
ENSG00000100593,ENSG00000090061,ENSG00000088320
ENSG00000100604,ENSG00000091490,ENSG00000088826
ENSG00000100678,ENSG00000091947,ENSG00000088876
ENSG00000100721,ENSG00000092010,ENSG00000088992
ENSG00000100987,ENSG00000092421,ENSG00000089116
ENSG00000101203,ENSG00000092871,ENSG00000089163
ENSG00000101280,ENSG00000092929,ENSG00000089685
ENSG00000101323,ENSG00000095370,ENSG00000090316
ENSG00000101441,ENSG00000095627,ENSG00000090520
ENSG00000101638,ENSG00000095637,ENSG00000092036
ENSG00000101746,ENSG00000095752,ENSG00000092853
ENSG00000101850,ENSG00000095787,ENSG00000092871
ENSG00000101955,ENSG00000096006,ENSG00000094841
ENSG00000101958,ENSG00000099341,ENSG00000095319
ENSG00000102145,ENSG00000099797,ENSG00000095596
ENSG00000102174,ENSG00000099810,ENSG00000096433
ENSG00000102243,ENSG00000099866,ENSG00000099203
ENSG00000102359,ENSG00000099954,ENSG00000099622
ENSG00000102384,ENSG00000099956,ENSG00000099940
ENSG00000102385,ENSG00000099958,ENSG00000100142
ENSG00000102854,ENSG00000100028,ENSG00000100154
ENSG00000103154,ENSG00000100207,ENSG00000100196
ENSG00000103485,ENSG00000100216,ENSG00000100292
ENSG00000104237,ENSG00000100225,ENSG00000100325
ENSG00000104435,ENSG00000100266,ENSG00000100522
ENSG00000104722,ENSG00000100325,ENSG00000100568
ENSG00000104826,ENSG00000100330,ENSG00000101096
ENSG00000104921,ENSG00000100353,ENSG00000101204
ENSG00000105143,ENSG00000100413,ENSG00000101230
ENSG00000105290,ENSG00000100439,ENSG00000101255
ENSG00000105409,ENSG00000100578,ENSG00000101557
ENSG00000105492,ENSG00000100592,ENSG00000101986
ENSG00000105523,ENSG00000100612,ENSG00000102241
ENSG00000105550,ENSG00000100614,ENSG00000102245
ENSG00000105664,ENSG00000100697,ENSG00000102858
ENSG00000105668,ENSG00000100802,ENSG00000102978
ENSG00000105989,ENSG00000100888,ENSG00000103064
ENSG00000106031,ENSG00000100987,ENSG00000103111
ENSG00000106278,ENSG00000101017,ENSG00000103257
ENSG00000106511,ENSG00000101850,ENSG00000103365
ENSG00000106809,ENSG00000101986,ENSG00000103653
ENSG00000106927,ENSG00000102054,ENSG00000103710
ENSG00000107317,ENSG00000102109,ENSG00000103723
ENSG00000107447,ENSG00000102468,ENSG00000104218
ENSG00000107807,ENSG00000102572,ENSG00000104472
ENSG00000108551,ENSG00000102805,ENSG00000104611
ENSG00000108700,ENSG00000102890,ENSG00000104812
ENSG00000108947,ENSG00000103056,ENSG00000104835
ENSG00000109072,ENSG00000103174,ENSG00000104938
ENSG00000109193,ENSG00000103187,ENSG00000105143
ENSG00000109205,ENSG00000103196,ENSG00000105173
ENSG00000109272,ENSG00000103490,ENSG00000105221
ENSG00000109674,ENSG00000103723,ENSG00000105514
ENSG00000109758,ENSG00000103876,ENSG00000105559
ENSG00000110675,ENSG00000103942,ENSG00000105605
ENSG00000110975,ENSG00000104312,ENSG00000105819
ENSG00000111319,ENSG00000104369,ENSG00000105929
ENSG00000111732,ENSG00000104450,ENSG00000105953
ENSG00000111837,ENSG00000104626,ENSG00000106052
ENSG00000111962,ENSG00000104635,ENSG00000106211
ENSG00000112077,ENSG00000104805,ENSG00000106263
ENSG00000112333,ENSG00000104808,ENSG00000106355
ENSG00000112837,ENSG00000104818,ENSG00000106397
ENSG00000113100,ENSG00000104951,ENSG00000106560
ENSG00000113319,ENSG00000104957,ENSG00000106780
ENSG00000113494,ENSG00000105011,ENSG00000106803
ENSG00000113739,ENSG00000105254,ENSG00000107099
ENSG00000113889,ENSG00000105255,ENSG00000107104
ENSG00000113905,ENSG00000105401,ENSG00000107147
ENSG00000114638,ENSG00000105402,ENSG00000107371
