GE,ME,MI
ENSG00000002745,ENSG00000004059,ENSG00000001630
ENSG00000002746,ENSG00000004866,ENSG00000003756
ENSG00000004846,ENSG00000004948,ENSG00000005206
ENSG00000007038,ENSG00000008952,ENSG00000006712
ENSG00000007174,ENSG00000009307,ENSG00000007129
ENSG00000008196,ENSG00000010219,ENSG00000007350
ENSG00000010282,ENSG00000010704,ENSG00000010803
ENSG00000016082,ENSG00000011105,ENSG00000011143
ENSG00000034239,ENSG00000012048,ENSG00000013306
ENSG00000034971,ENSG00000013583,ENSG00000022556
ENSG00000036565,ENSG00000018408,ENSG00000028137
ENSG00000046774,ENSG00000026297,ENSG00000042286
ENSG00000054356,ENSG00000030582,ENSG00000049167
ENSG00000066468,ENSG00000039139,ENSG00000051108
ENSG00000067177,ENSG00000042304,ENSG00000051180
ENSG00000068985,ENSG00000042813,ENSG00000060688
ENSG00000069011,ENSG00000043462,ENSG00000061938
ENSG00000069482,ENSG00000047457,ENSG00000065325
ENSG00000069535,ENSG00000061455,ENSG00000067064
ENSG00000070886,ENSG00000063180,ENSG00000070814
ENSG00000072657,ENSG00000063245,ENSG00000071539
ENSG00000075461,ENSG00000065978,ENSG00000071553
ENSG00000077063,ENSG00000066468,ENSG00000072832
ENSG00000077264,ENSG00000068654,ENSG00000075388
ENSG00000081479,ENSG00000068781,ENSG00000075856
ENSG00000082196,ENSG00000069667,ENSG00000076685
ENSG00000085741,ENSG00000069956,ENSG00000077420
ENSG00000087250,ENSG00000078070,ENSG00000077616
ENSG00000087510,ENSG00000079387,ENSG00000078142
ENSG00000088320,ENSG00000080618,ENSG00000078596
ENSG00000091482,ENSG00000081026,ENSG00000085721
ENSG00000091513,ENSG00000085276,ENSG00000088543
ENSG00000091664,ENSG00000086570,ENSG00000088836
ENSG00000099399,ENSG00000087470,ENSG00000090554
ENSG00000100448,ENSG00000088448,ENSG00000090971
ENSG00000101144,ENSG00000092871,ENSG00000092931
ENSG00000101203,ENSG00000094916,ENSG00000094880
ENSG00000101333,ENSG00000099797,ENSG00000095383
ENSG00000101425,ENSG00000100028,ENSG00000099256
ENSG00000101938,ENSG00000100290,ENSG00000100078
ENSG00000102678,ENSG00000100325,ENSG00000100246
ENSG00000103355,ENSG00000100593,ENSG00000100292
ENSG00000103449,ENSG00000100603,ENSG00000100319
ENSG00000104044,ENSG00000100697,ENSG00000100478
ENSG00000104237,ENSG00000100711,ENSG00000100612
ENSG00000104313,ENSG00000100814,ENSG00000102606
ENSG00000104760,ENSG00000100888,ENSG00000102837
ENSG00000105825,ENSG00000101187,ENSG00000103187
ENSG00000105852,ENSG00000101197,ENSG00000103852
ENSG00000105894,ENSG00000101199,ENSG00000104419
ENSG00000106236,ENSG00000101457,ENSG00000104472
ENSG00000106511,ENSG00000102109,ENSG00000105011
ENSG00000107165,ENSG00000102468,ENSG00000105339
ENSG00000107807,ENSG00000103723,ENSG00000105695
ENSG00000111339,ENSG00000104321,ENSG00000107821
ENSG00000111907,ENSG00000104472,ENSG00000108523
ENSG00000112333,ENSG00000104805,ENSG00000108679
ENSG00000113327,ENSG00000104921,ENSG00000108840
ENSG00000114757,ENSG00000105983,ENSG00000109062
ENSG00000115263,ENSG00000106113,ENSG00000109452
ENSG00000115616,ENSG00000106588,ENSG00000109519
ENSG00000118733,ENSG00000106591,ENSG00000110013
ENSG00000118972,ENSG00000107625,ENSG00000110031
ENSG00000119938,ENSG00000107669,ENSG00000110046
ENSG00000120054,ENSG00000108639,ENSG00000110077
ENSG00000120251,ENSG00000109132,ENSG00000111254
ENSG00000121742,ENSG00000109458,ENSG00000111261
ENSG00000123243,ENSG00000110172,ENSG00000111843
ENSG00000123307,ENSG00000110446,ENSG00000112763
ENSG00000123999,ENSG00000110851,ENSG00000114026
ENSG00000124205,ENSG00000111224,ENSG00000114316
ENSG00000124260,ENSG00000111237,ENSG00000114638
ENSG00000124302,ENSG00000111358,ENSG00000114771
ENSG00000124479,ENSG00000112137,ENSG00000115234
ENSG00000124875,ENSG00000112699,ENSG00000115392
ENSG00000125820,ENSG00000112812,ENSG00000115423
ENSG00000125879,ENSG00000112977,ENSG00000116745
ENSG00000126562,ENSG00000113141,ENSG00000117322
ENSG00000126861,ENSG00000113262,ENSG00000117614
ENSG00000126890,ENSG00000113269,ENSG00000118898
ENSG00000127472,ENSG00000113369,ENSG00000119616
ENSG00000128285,ENSG00000113734,ENSG00000119630
ENSG00000128322,ENSG00000114023,ENSG00000119655
ENSG00000128610,ENSG00000114030,ENSG00000120341
ENSG00000129244,ENSG00000114374,ENSG00000120647
ENSG00000130035,ENSG00000114529,ENSG00000120658
ENSG00000130226,ENSG00000115091,ENSG00000121766
ENSG00000130294,ENSG00000115289,ENSG00000121851
ENSG00000130540,ENSG00000115590,ENSG00000123154
ENSG00000130700,ENSG00000115657,ENSG00000123243
ENSG00000130876,ENSG00000116396,ENSG00000123338
ENSG00000131686,ENSG00000116731,ENSG00000123485
ENSG00000131771,ENSG00000117148,ENSG00000124588
ENSG00000131914,ENSG00000117335,ENSG00000124721
ENSG00000132000,ENSG00000117691,ENSG00000125356
ENSG00000132972,ENSG00000118162,ENSG00000125508
ENSG00000132975,ENSG00000118231,ENSG00000125510
ENSG00000133115,ENSG00000118473,ENSG00000125538
ENSG00000133124,ENSG00000119684,ENSG00000128250
ENSG00000133169,ENSG00000120008,ENSG00000128253
ENSG00000133317,ENSG00000120057,ENSG00000128604
ENSG00000133488,ENSG00000120253,ENSG00000129028
ENSG00000133519,ENSG00000120265,ENSG00000129451
ENSG00000134115,ENSG00000120694,ENSG00000129910
ENSG00000134121,ENSG00000121005,ENSG00000130270
ENSG00000134339,ENSG00000121022,ENSG00000130312
ENSG00000134343,ENSG00000121749,ENSG00000130649
ENSG00000134363,ENSG00000121904,ENSG00000130706
ENSG00000135824,ENSG00000122033,ENSG00000131409
ENSG00000136457,ENSG00000122254,ENSG00000131480
ENSG00000136542,ENSG00000122965,ENSG00000131943
ENSG00000137392,ENSG00000123307,ENSG00000132357
ENSG00000138131,ENSG00000123739,ENSG00000132376
ENSG00000140522,ENSG00000124224,ENSG00000132704
ENSG00000140557,ENSG00000124491,ENSG00000132846
ENSG00000141338,ENSG00000124812,ENSG00000132958
ENSG00000141639,ENSG00000124839,ENSG00000133488
ENSG00000141750,ENSG00000124942,ENSG00000133937
ENSG00000143032,ENSG00000125798,ENSG00000134873
ENSG00000143127,ENSG00000125846,ENSG00000135437
ENSG00000143171,ENSG00000125900,ENSG00000135476
